Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0002472717422194627+0j),[0.00111337],[1.],[0.0314261],[1.],"(array([0.00354564]), array([-6.6840321e-17]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00177282]), array([-0.00307061]))"
(0.0009401189074232948+0j),[0.00126502],[1.],[0.06127981],[1.],"(array([0.01045333]), array([0.00024483]))","(array([1.04871047e-32]), array([1.46313054e-31]))","(array([4.4321428e-25]), array([2.70446789e-26]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([-3.66046169e-34]), array([7.19339659e-34]))","(array([-5.85530985e-25]), array([-1.12350564e-26]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00543869]), array([-0.00893043]))"
(0.0020117397909493124+0j),[0.00179323],[1.],[0.08959145],[1.],"(array([0.01701223]), array([0.00027818]))","(array([-2.26413818e-24]), array([-5.31557711e-24]))","(array([4.98441769e-27]), array([8.93968944e-25]))","(array([4.14908029e-27]), array([3.65172253e-29]))","(array([-2.61897372e-26]), array([6.97915481e-30]))","(array([2.62559696e-27]), array([2.68196374e-24]))","(array([-1.05345436e-25]), array([1.07276003e-23]))","(array([-5.55853363e-25]), array([-3.41836395e-26]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00543869]), array([-0.00893043]))","(array([0.00874702]), array([-0.01459393]))"
(0.004127449483182387+0j),[0.00444513],[1.],[0.12813087],[1.],"(array([0.02455768]), array([0.00039433]))","(array([-4.44227732e-25]), array([1.10727353e-23]))","(array([3.17996772e-23]), array([2.12460398e-23]))","(array([-1.58433005e-25]), array([-1.01809317e-26]))","(array([9.06771894e-25]), array([5.40981687e-23]))","(array([-7.28215492e-25]), array([4.06497691e-23]))","(array([-7.18220475e-25]), array([-8.22906616e-25]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00543869]), array([-0.00893043]))","(array([0.00874702]), array([-0.01459393]))","(array([0.01262034]), array([-0.02107041]))"
(0.006829538223789461+0j),[0.00603832],[1.],[0.16455911],[1.],"(array([0.0330096]), array([0.00097748]))","(array([-5.35213097e-24]), array([-4.80292551e-23]))","(array([-5.05051456e-24]), array([-1.29175491e-22]))","(array([-2.52069139e-22]), array([1.40112175e-22]))","(array([-6.44116705e-22]), array([-6.7092657e-23]))","(array([-1.72102949e-24]), array([-8.08358171e-25]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00543869]), array([-0.00893043]))","(array([0.00874702]), array([-0.01459393]))","(array([0.01262034]), array([-0.02107041]))","(array([0.01735133]), array([-0.02809842]))"
(0.010017329916613879+0j),[0.01317424],[1.],[0.19862817],[1.],"(array([0.04099185]), array([0.00132782]))","(array([2.92748537e-22]), array([-1.37442046e-22]))","(array([-3.75377505e-22]), array([2.29086686e-22]))","(array([-6.32737321e-22]), array([-2.25826559e-21]))","(array([-1.67918835e-22]), array([-9.326022e-22]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00543869]), array([-0.00893043]))","(array([0.00874702]), array([-0.01459393]))","(array([0.01262034]), array([-0.02107041]))","(array([0.01735133]), array([-0.02809842]))","(array([0.02164585]), array([-0.03483607]))"
(0.009546846838494433+0j),[0.00700363],[1.],[0.19416373],[1.],"(array([0.04425364]), array([0.002897]))","(array([-3.96113996e-22]), array([2.24885754e-22]))","(array([8.22575657e-22]), array([-2.85925689e-21]))","(array([-2.10334015e-22]), array([-1.07585377e-21]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00543869]), array([-0.00893043]))","(array([0.00874702]), array([-0.01459393]))","(array([0.01262034]), array([-0.02107041]))","(array([0.01735133]), array([-0.02809842]))","(array([0.02164585]), array([-0.03483607]))","(array([0.02463569]), array([-0.03687628]))"
(0.009110820221193+0j),[0.01083765],[1.],[0.18945482],[1.],"(array([0.04327246]), array([0.00154009]))","(array([6.9994445e-22]), array([-2.59674924e-21]))","(array([5.03005865e-21]), array([8.13505949e-21]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00543869]), array([-0.00893043]))","(array([0.00874702]), array([-0.01459393]))","(array([0.01262034]), array([-0.02107041]))","(array([0.01735133]), array([-0.02809842]))","(array([0.02164585]), array([-0.03483607]))","(array([0.02463569]), array([-0.03687628]))","(array([0.02296998]), array([-0.036705]))"
(0.008705312190260153+0j),[0.01071429],[1.],[0.18515324],[1.],"(array([0.04223748]), array([0.00238318]))","(array([4.738466e-21]), array([7.51207947e-21]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00543869]), array([-0.00893043]))","(array([0.00874702]), array([-0.01459393]))","(array([0.01262034]), array([-0.02107041]))","(array([0.01735133]), array([-0.02809842]))","(array([0.02164585]), array([-0.03483607]))","(array([0.02463569]), array([-0.03687628]))","(array([0.02296998]), array([-0.036705]))","(array([0.02318264]), array([-0.03538714]))"
(0.008594025535039757+0j),[0.01604327],[1.],[0.1835334],[1.],"(array([0.04161438]), array([0.00235606]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00543869]), array([-0.00893043]))","(array([0.00874702]), array([-0.01459393]))","(array([0.01262034]), array([-0.02107041]))","(array([0.01735133]), array([-0.02809842]))","(array([0.02164585]), array([-0.03483607]))","(array([0.02463569]), array([-0.03687628]))","(array([0.02296998]), array([-0.036705]))","(array([0.02318264]), array([-0.03538714]))","(array([0.02284759]), array([-0.03486108]))"
