Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0002472717422194625+0j),[0.00157139],[1.],[0.03140653],[1.],"(array([0.00354564]), array([-6.6840321e-17]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00177282]), array([-0.00307061]))"
(0.0009398264604849935+0j),[-0.00234219],[1.],[0.06123857],[1.],"(array([0.01044903]), array([0.00034555]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([3.98749163e-35]), array([5.90341937e-34]))","(array([-3.26558148e-38]), array([1.39428526e-38]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00552377]), array([-0.00887635]))"
(0.002010859455583074+0j),[-0.00130873],[1.],[0.08958027],[1.],"(array([0.01700316]), array([-0.00051504]))","(array([-2.43683788e-24]), array([7.08098121e-24]))","(array([-3.45199054e-26]), array([1.78672225e-24]))","(array([-1.66474544e-25]), array([3.57025338e-24]))","(array([8.5902793e-25]), array([-9.2659857e-25]))","(array([1.5219735e-26]), array([-1.7875514e-24]))","(array([3.60558944e-24]), array([-1.72184413e-24]))","(array([-7.55576135e-27]), array([2.26866924e-26]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00552377]), array([-0.00887635]))","(array([0.00805554]), array([-0.01498269]))"
(0.004126425025097806+0j),[-0.00302641],[1.],[0.12815638],[1.],"(array([0.02455523]), array([-0.00028779]))","(array([1.01577271e-24]), array([1.62425857e-24]))","(array([4.86280161e-24]), array([8.09504223e-23]))","(array([2.6764778e-23]), array([1.05577214e-22]))","(array([-4.91522543e-24]), array([5.38399064e-23]))","(array([-2.73031452e-25]), array([2.74734598e-23]))","(array([-3.08243528e-25]), array([8.28883577e-25]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00552377]), array([-0.00887635]))","(array([0.00805554]), array([-0.01498269]))","(array([0.01202838]), array([-0.02140935]))"
(0.006829138699192736+0j),[-0.00470162],[1.],[0.16459796],[1.],"(array([0.03301522]), array([-0.0006655]))","(array([6.2019092e-23]), array([6.65711669e-23]))","(array([-1.66968374e-22]), array([2.76205133e-22]))","(array([-9.29588233e-23]), array([2.49028521e-22]))","(array([1.58415856e-22]), array([-2.02943215e-22]))","(array([3.00839738e-24]), array([-3.51630182e-25]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00552377]), array([-0.00887635]))","(array([0.00805554]), array([-0.01498269]))","(array([0.01202838]), array([-0.02140935]))","(array([0.01593127]), array([-0.02892477]))"
(0.01001776853374999+0j),[-0.00551948],[1.],[0.19899239],[1.],"(array([0.04100039]), array([-0.00103388]))","(array([-2.41661379e-22]), array([1.76176935e-24]))","(array([6.94463328e-24]), array([2.31518201e-22]))","(array([-2.25254276e-22]), array([3.99084033e-22]))","(array([1.50649467e-22]), array([1.38922226e-21]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00552377]), array([-0.00887635]))","(array([0.00805554]), array([-0.01498269]))","(array([0.01202838]), array([-0.02140935]))","(array([0.01593127]), array([-0.02892477]))","(array([0.01960483]), array([-0.03602432]))"
(0.009548144547092388+0j),[-0.01484595],[1.],[0.19373511],[1.],"(array([0.04433373]), array([-0.00121373]))","(array([-5.74626034e-24]), array([2.83201844e-22]))","(array([-1.24019002e-21]), array([3.67481742e-22]))","(array([-6.24393576e-21]), array([1.29342331e-21]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00552377]), array([-0.00887635]))","(array([0.00805554]), array([-0.01498269]))","(array([0.01202838]), array([-0.02140935]))","(array([0.01593127]), array([-0.02892477]))","(array([0.01960483]), array([-0.03602432]))","(array([0.02111575]), array([-0.039001]))"
(0.009110931472020559+0j),[-0.01518469],[1.],[0.18915718],[1.],"(array([0.0431782]), array([-0.0032646]))","(array([-1.65118723e-21]), array([4.08488156e-22]))","(array([-6.23096759e-21]), array([7.07914411e-22]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00552377]), array([-0.00887635]))","(array([0.00805554]), array([-0.01498269]))","(array([0.01202838]), array([-0.02140935]))","(array([0.01593127]), array([-0.02892477]))","(array([0.01960483]), array([-0.03602432]))","(array([0.02111575]), array([-0.039001]))","(array([0.01876187]), array([-0.03902572]))"
(0.008704675950957466+0j),[-0.01834674],[1.],[0.18454649],[1.],"(array([0.04217203]), array([-0.00333909]))","(array([-5.84960214e-21]), array([4.78043039e-23]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00552377]), array([-0.00887635]))","(array([0.00805554]), array([-0.01498269]))","(array([0.01202838]), array([-0.02140935]))","(array([0.01593127]), array([-0.02892477]))","(array([0.01960483]), array([-0.03602432]))","(array([0.02111575]), array([-0.039001]))","(array([0.01876187]), array([-0.03902572]))","(array([0.01819428]), array([-0.03819159]))"
(0.00859110975824515+0j),[-0.00246968],[1.],[0.18418562],[1.],"(array([0.04148096]), array([-0.00403442]))","(array([0.00177282]), array([-0.00307061]))","(array([0.00552377]), array([-0.00887635]))","(array([0.00805554]), array([-0.01498269]))","(array([0.01202838]), array([-0.02140935]))","(array([0.01593127]), array([-0.02892477]))","(array([0.01960483]), array([-0.03602432]))","(array([0.02111575]), array([-0.039001]))","(array([0.01876187]), array([-0.03902572]))","(array([0.01819428]), array([-0.03819159]))","(array([0.01724657]), array([-0.03794077]))"
