Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.00024727174221946316+0j),[-3.16375304e-16],[1.],[0.03144582],[1.],"(array([0.00354564]), array([-7.9335262e-17]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00211009]), array([-0.0028494]))"
(0.0009404135303747297+0j),[6.40137616e-16],[1.],[0.06130246],[1.],"(array([0.01045766]), array([1.80040651e-16]))","(array([-5.47255264e-32]), array([-1.49274712e-31]))","(array([-7.01089299e-38]), array([-1.22958568e-39]))","(array([1.01686176e-35]), array([1.06170931e-52]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([9.66619736e-35]), array([-5.43242965e-34]))","(array([2.3150865e-34]), array([3.16295282e-34]))","(array([0.00211009]), array([-0.0028494]))","(array([0.00622358]), array([-0.00840415]))"
(0.002012344241404444+0j),[3.8170865e-15],[1.],[0.08962283],[1.],"(array([0.01701721]), array([8.70132394e-16]))","(array([-1.06521133e-28]), array([2.15779564e-28]))","(array([-4.97128247e-25]), array([-1.80509202e-24]))","(array([-2.1779556e-24]), array([-7.04761037e-24]))","(array([-8.96142145e-24]), array([-1.70650914e-24]))","(array([9.36076408e-26]), array([-2.68206406e-24]))","(array([-1.78904505e-24]), array([8.74271891e-27]))","(array([6.80373814e-27]), array([2.49373503e-26]))","(array([0.00211009]), array([-0.0028494]))","(array([0.00622358]), array([-0.00840415]))","(array([0.0101273]), array([-0.01367564]))"
(0.004128640472402256+0j),[8.11957998e-15],[1.],[0.12822637],[1.],"(array([0.02456457]), array([1.8786773e-15]))","(array([-7.35470919e-25]), array([-1.61601492e-24]))","(array([2.37293294e-23]), array([-1.33269936e-22]))","(array([-5.37637075e-23]), array([7.61261224e-24]))","(array([2.62105228e-23]), array([-5.37207018e-23]))","(array([-9.68047229e-23]), array([5.75300055e-23]))","(array([-5.0769587e-26]), array([1.91735936e-28]))","(array([0.00211009]), array([-0.0028494]))","(array([0.00622358]), array([-0.00840415]))","(array([0.0101273]), array([-0.01367564]))","(array([0.0146189]), array([-0.01974097]))"
(0.006832577688298059+0j),[6.42212717e-15],[1.],[0.16470623],[1.],"(array([0.03303059]), array([1.57700259e-15]))","(array([5.60656337e-23]), array([-9.86424657e-23]))","(array([-5.10087249e-23]), array([1.7664708e-24]))","(array([-4.57885294e-23]), array([-2.54629579e-22]))","(array([-1.03114947e-22]), array([1.91127268e-22]))","(array([5.01249763e-26]), array([-8.06310695e-25]))","(array([0.00211009]), array([-0.0028494]))","(array([0.00622358]), array([-0.00840415]))","(array([0.0101273]), array([-0.01367564]))","(array([0.0146189]), array([-0.01974097]))","(array([0.0196572]), array([-0.02654457]))"
(0.010023099503258451+0j),[3.37300774e-15],[1.],[0.19912129],[1.],"(array([0.04102416]), array([6.3723249e-16]))","(array([-5.15538878e-23]), array([4.57233859e-22]))","(array([1.74653283e-22]), array([-6.95077313e-22]))","(array([-1.41865347e-22]), array([2.89351821e-22]))","(array([2.29466242e-22]), array([-1.43879713e-23]))","(array([0.00211009]), array([-0.0028494]))","(array([0.00622358]), array([-0.00840415]))","(array([0.0101273]), array([-0.01367564]))","(array([0.0146189]), array([-0.01974097]))","(array([0.0196572]), array([-0.02654457]))","(array([0.02441435]), array([-0.03296849]))"
(0.009553278939483078+0j),[4.35372323e-16],[1.],[0.19435472],[1.],"(array([0.04436207]), array([5.20346248e-17]))","(array([3.39215045e-22]), array([-6.04872172e-22]))","(array([7.01161277e-22]), array([2.14889469e-21]))","(array([3.52429657e-22]), array([-1.22209345e-22]))","(array([0.00211009]), array([-0.0028494]))","(array([0.00622358]), array([-0.00840415]))","(array([0.0101273]), array([-0.01367564]))","(array([0.0146189]), array([-0.01974097]))","(array([0.0196572]), array([-0.02654457]))","(array([0.02441435]), array([-0.03296849]))","(array([0.02640081]), array([-0.03565095]))"
(0.009117102940839283+0j),[-1.1946838e-15],[1.],[0.18982923],[1.],"(array([0.04331445]), array([-2.82718882e-16]))","(array([4.85933124e-22]), array([2.15926872e-21]))","(array([4.4584908e-22]), array([9.30331275e-21]))","(array([0.00211009]), array([-0.0028494]))","(array([0.00622358]), array([-0.00840415]))","(array([0.0101273]), array([-0.01367564]))","(array([0.0146189]), array([-0.01974097]))","(array([0.0196572]), array([-0.02654457]))","(array([0.02441435]), array([-0.03296849]))","(array([0.02640081]), array([-0.03565095]))","(array([0.02577735]), array([-0.03480905]))"
(0.008711913964559139+0j),[-2.11583987e-15],[1.],[0.18553251],[1.],"(array([0.0423198]), array([-4.17653728e-16]))","(array([5.06752846e-22]), array([8.41353446e-21]))","(array([0.00211009]), array([-0.0028494]))","(array([0.00622358]), array([-0.00840415]))","(array([0.0101273]), array([-0.01367564]))","(array([0.0146189]), array([-0.01974097]))","(array([0.0196572]), array([-0.02654457]))","(array([0.02441435]), array([-0.03296849]))","(array([0.02640081]), array([-0.03565095]))","(array([0.02577735]), array([-0.03480905]))","(array([0.02518542]), array([-0.03400971]))"
(0.008601452032914205+0j),[-3.36542031e-16],[1.],[0.18431198],[1.],"(array([0.04169776]), array([-5.66102243e-17]))","(array([0.00211009]), array([-0.0028494]))","(array([0.00622358]), array([-0.00840415]))","(array([0.0101273]), array([-0.01367564]))","(array([0.0146189]), array([-0.01974097]))","(array([0.0196572]), array([-0.02654457]))","(array([0.02441435]), array([-0.03296849]))","(array([0.02640081]), array([-0.03565095]))","(array([0.02577735]), array([-0.03480905]))","(array([0.02518542]), array([-0.03400971]))","(array([0.02481523]), array([-0.03350982]))"
