Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.00024727174221946273+0j),[-1.27658675e-16],[1.],[0.03144582],[1.],"(array([0.00354564]), array([2.90601318e-17]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00155652]), array([-0.00318572]))"
(0.0009404135303747159+0j),[-2.62881778e-15],[1.],[0.06130246],[1.],"(array([0.01045766]), array([-6.17300444e-16]))","(array([-3.54251711e-32]), array([-3.66699894e-32]))","(array([-3.70377611e-34]), array([1.78970787e-35]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([3.21551491e-36]), array([5.20684615e-35]))","(array([0.00155652]), array([-0.00318572]))","(array([0.00459088]), array([-0.00939609]))"
(0.002012344241404444+0j),[3.91410401e-15],[1.],[0.08962283],[1.],"(array([0.01701721]), array([9.2171105e-16]))","(array([-1.26080168e-26]), array([1.11938387e-25]))","(array([-3.66915157e-26]), array([7.82235334e-29]))","(array([-7.15445037e-24]), array([1.94639345e-25]))","(array([-2.97145977e-25]), array([-5.05148691e-24]))","(array([-3.68141753e-24]), array([-1.56551169e-24]))","(array([-7.5565365e-26]), array([-5.366653e-24]))","(array([1.05928579e-26]), array([5.82328853e-26]))","(array([0.00155652]), array([-0.00318572]))","(array([0.00459088]), array([-0.00939609]))","(array([0.0074705]), array([-0.01528976]))"
(0.004128640472402284+0j),[3.03672333e-16],[1.],[0.12822637],[1.],"(array([0.02456457]), array([1.61227719e-16]))","(array([-9.24249858e-25]), array([-2.70447508e-23]))","(array([-8.72189428e-24]), array([2.75749932e-23]))","(array([4.77057049e-25]), array([-2.95055829e-24]))","(array([-1.22318625e-23]), array([1.47135678e-23]))","(array([2.52085738e-23]), array([-5.5045801e-23]))","(array([2.70999289e-25]), array([1.08972805e-24]))","(array([0.00155652]), array([-0.00318572]))","(array([0.00459088]), array([-0.00939609]))","(array([0.0074705]), array([-0.01528976]))","(array([0.01078377]), array([-0.02207099]))"
(0.006832577688298024+0j),[4.76537073e-15],[1.],[0.16470623],[1.],"(array([0.03303059]), array([8.66490365e-16]))","(array([-2.11978655e-23]), array([-3.60676308e-25]))","(array([-1.22683806e-24]), array([7.5963276e-24]))","(array([8.95923546e-23]), array([-5.37918517e-22]))","(array([-1.28007714e-23]), array([-1.93562997e-22]))","(array([1.77761506e-24]), array([1.58762165e-24]))","(array([0.00155652]), array([-0.00318572]))","(array([0.00459088]), array([-0.00939609]))","(array([0.0074705]), array([-0.01528976]))","(array([0.01078377]), array([-0.02207099]))","(array([0.01450033]), array([-0.0296776]))"
(0.01002309950325854+0j),[4.5975806e-15],[1.],[0.19912129],[1.],"(array([0.04102416]), array([1.124029e-15]))","(array([4.39080482e-25]), array([2.51912137e-23]))","(array([1.17486825e-22]), array([2.20982342e-22]))","(array([2.33098875e-22]), array([-2.86398426e-22]))","(array([-5.30116183e-23]), array([-2.30905811e-22]))","(array([0.00155652]), array([-0.00318572]))","(array([0.00459088]), array([-0.00939609]))","(array([0.0074705]), array([-0.01528976]))","(array([0.01078377]), array([-0.02207099]))","(array([0.01450033]), array([-0.0296776]))","(array([0.01800948]), array([-0.03685974]))"
(0.00955327893948321+0j),[3.7971343e-15],[1.],[0.19435472],[1.],"(array([0.04436207]), array([8.65240065e-16]))","(array([1.29809792e-22]), array([1.37705081e-22]))","(array([6.2751743e-22]), array([-4.52017838e-23]))","(array([-4.15764058e-23]), array([8.77980347e-24]))","(array([0.00155652]), array([-0.00318572]))","(array([0.00459088]), array([-0.00939609]))","(array([0.0074705]), array([-0.01528976]))","(array([0.01078377]), array([-0.02207099]))","(array([0.01450033]), array([-0.0296776]))","(array([0.01800948]), array([-0.03685974]))","(array([0.01947481]), array([-0.03985881]))"
(0.00911710294083941+0j),[1.06266391e-14],[1.],[0.18982923],[1.],"(array([0.04331445]), array([2.50660702e-15]))","(array([6.04884524e-22]), array([1.15374596e-23]))","(array([1.16377096e-20]), array([4.88122539e-22]))","(array([0.00155652]), array([-0.00318572]))","(array([0.00459088]), array([-0.00939609]))","(array([0.0074705]), array([-0.01528976]))","(array([0.01078377]), array([-0.02207099]))","(array([0.01450033]), array([-0.0296776]))","(array([0.01800948]), array([-0.03685974]))","(array([0.01947481]), array([-0.03985881]))","(array([0.01901491]), array([-0.03891754]))"
(0.008711913964559182+0j),[1.62000137e-14],[1.],[0.18553251],[1.],"(array([0.0423198]), array([3.66778109e-15]))","(array([1.14924663e-20]), array([1.10977099e-21]))","(array([0.00155652]), array([-0.00318572]))","(array([0.00459088]), array([-0.00939609]))","(array([0.0074705]), array([-0.01528976]))","(array([0.01078377]), array([-0.02207099]))","(array([0.01450033]), array([-0.0296776]))","(array([0.01800948]), array([-0.03685974]))","(array([0.01947481]), array([-0.03985881]))","(array([0.01901491]), array([-0.03891754]))","(array([0.01857826]), array([-0.03802386]))"
(0.008601452032914163+0j),[1.51441378e-14],[1.],[0.18431198],[1.],"(array([0.04169776]), array([3.50114122e-15]))","(array([0.00155652]), array([-0.00318572]))","(array([0.00459088]), array([-0.00939609]))","(array([0.0074705]), array([-0.01528976]))","(array([0.01078377]), array([-0.02207099]))","(array([0.01450033]), array([-0.0296776]))","(array([0.01800948]), array([-0.03685974]))","(array([0.01947481]), array([-0.03985881]))","(array([0.01901491]), array([-0.03891754]))","(array([0.01857826]), array([-0.03802386]))","(array([0.01830519]), array([-0.03746497]))"
