Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.0002472717422194626+0j),[-0.00541105],[1.],[0.03097677],[1.],"(array([0.00354564]), array([-6.6840321e-17]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00177282]), array([-0.00307061]))"
(0.0009334043761971292+0j),[-0.03120853],[1.],[0.05249797],[1.],"(array([0.01035454]), array([-0.00118988]))","(array([1.0207857e-33]), array([1.91024222e-34]))","(array([-2.18570169e-39]), array([2.48065936e-40]))","(array([-1.37265482e-99]), array([4.3276095e-100]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([-8.98896926e-35]), array([4.92863397e-34]))","(array([-8.58443475e-25]), array([-2.6863066e-26]))","(array([0.00177282]), array([-0.00307061]))","(array([0.0041468]), array([-0.00956223]))"
(0.0018744487771945198+0j),[-0.006952],[1.],[0.08622397],[1.],"(array([0.01508148]), array([-0.00686272]))","(array([-9.07265199e-24]), array([-5.44356307e-24]))","(array([5.28479338e-24]), array([1.77920559e-24]))","(array([-3.19910453e-26]), array([-4.41300699e-25]))","(array([2.71434597e-24]), array([-1.04609566e-23]))","(array([1.40840244e-23]), array([-8.03530003e-25]))","(array([6.50994003e-26]), array([-1.76215662e-24]))","(array([-8.10043171e-25]), array([1.38613918e-25]))","(array([0.00177282]), array([-0.00307061]))","(array([0.0041468]), array([-0.00956223]))","(array([0.00159745]), array([-0.01649231]))"
(0.003934278096451491+0j),[-0.05956937],[1.],[0.11010347],[1.],"(array([0.02381872]), array([-0.00152874]))","(array([8.20047495e-24]), array([2.71629738e-24]))","(array([3.61261982e-23]), array([1.93785249e-23]))","(array([2.45955317e-24]), array([-9.7935512e-24]))","(array([1.32818201e-23]), array([3.68839669e-23]))","(array([1.50187522e-23]), array([3.06741011e-23]))","(array([-7.54688813e-25]), array([2.05301528e-25]))","(array([0.00177282]), array([-0.00307061]))","(array([0.0041468]), array([-0.00956223]))","(array([0.00159745]), array([-0.01649231]))","(array([0.01058543]), array([-0.02139198]))"
(0.006284328377246066+0j),[0.06717272],[1.],[0.14301658],[1.],"(array([0.0290485]), array([-0.01309924]))","(array([3.85810255e-23]), array([3.76683512e-23]))","(array([-1.15363162e-22]), array([-3.46157516e-22]))","(array([1.44349289e-23]), array([-2.81719819e-23]))","(array([1.45379199e-23]), array([2.18413243e-23]))","(array([-5.27140832e-25]), array([-1.81670803e-24]))","(array([0.00177282]), array([-0.00307061]))","(array([0.0041468]), array([-0.00956223]))","(array([0.00159745]), array([-0.01649231]))","(array([0.01058543]), array([-0.02139198]))","(array([0.00317997]), array([-0.03170636]))"
(0.009082126547151376+0j),[0.1240456],[1.],[0.14344527],[1.],"(array([0.03626137]), array([0.01477121]))","(array([2.41354514e-22]), array([-1.84502284e-22]))","(array([-8.49758824e-23]), array([-1.7250154e-22]))","(array([4.91845826e-23]), array([-1.20142536e-21]))","(array([-2.00236002e-22]), array([-2.00441311e-22]))","(array([0.00177282]), array([-0.00307061]))","(array([0.0041468]), array([-0.00956223]))","(array([0.00159745]), array([-0.01649231]))","(array([0.01058543]), array([-0.02139198]))","(array([0.00317997]), array([-0.03170636]))","(array([0.03092293]), array([-0.02401766]))"
(0.00856550986263736+0j),[0.09642248],[1.],[0.15687525],[1.],"(array([0.03212012]), array([0.02727745]))","(array([-1.01798202e-22]), array([-2.76356755e-22]))","(array([1.12622614e-21]), array([-3.41287353e-22]))","(array([2.46186093e-22]), array([-4.76440223e-22]))","(array([0.00177282]), array([-0.00307061]))","(array([0.0041468]), array([-0.00956223]))","(array([0.00159745]), array([-0.01649231]))","(array([0.01058543]), array([-0.02139198]))","(array([0.00317997]), array([-0.03170636]))","(array([0.03092293]), array([-0.02401766]))","(array([0.03968303]), array([-0.01417811]))"
(0.008132104602657177+0j),[0.12415443],[1.],[0.12948804],[1.],"(array([0.03507393]), array([0.02120317]))","(array([1.11640561e-21]), array([-3.13292905e-22]))","(array([6.09340947e-21]), array([1.36428122e-21]))","(array([0.00177282]), array([-0.00307061]))","(array([0.0041468]), array([-0.00956223]))","(array([0.00159745]), array([-0.01649231]))","(array([0.01058543]), array([-0.02139198]))","(array([0.00317997]), array([-0.03170636]))","(array([0.03092293]), array([-0.02401766]))","(array([0.03968303]), array([-0.01417811]))","(array([0.03589945]), array([-0.01977333]))"
(0.0076728304705593+0j),[0.17135087],[1.],[0.03156174],[1.],"(array([0.02905205]), array([0.02730139]))","(array([5.82200469e-21]), array([1.07441895e-21]))","(array([0.00177282]), array([-0.00307061]))","(array([0.0041468]), array([-0.00956223]))","(array([0.00159745]), array([-0.01649231]))","(array([0.01058543]), array([-0.02139198]))","(array([0.00317997]), array([-0.03170636]))","(array([0.03092293]), array([-0.02401766]))","(array([0.03968303]), array([-0.01417811]))","(array([0.03589945]), array([-0.01977333]))","(array([0.03816972]), array([-0.01150912]))"
(0.007068802097621492+0j),[0.10337732],[1.],[-0.13144765],[1.],"(array([0.00784204]), array([0.03767982]))","(array([0.00177282]), array([-0.00307061]))","(array([0.0041468]), array([-0.00956223]))","(array([0.00159745]), array([-0.01649231]))","(array([0.01058543]), array([-0.02139198]))","(array([0.00317997]), array([-0.03170636]))","(array([0.03092293]), array([-0.02401766]))","(array([0.03968303]), array([-0.01417811]))","(array([0.03589945]), array([-0.01977333]))","(array([0.03816972]), array([-0.01150912]))","(array([0.0365527]), array([0.0120485]))"
