Es,Sx,Sxx,Sy,Syy,PQ-10,PQ-9,PQ-8,PQ-7,PQ-6,PQ-5,PQ-4,PQ-3,PQ-2,PQ-1,PQ0
(0.00025102831462204303+0j),[-7.03604363e-17],[1.],[0.03168374],[1.],"(array([0.00112545]), array([-1.60653335e-17]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.00177949]), array([-0.00308216]))"
(0.0009765663656372207+0j),[-2.95572328e-15],[1.],[0.06246901],[1.],"(array([0.00334441]), array([-1.69386152e-16]))","(array([-4.99464933e-34]), array([-9.34830363e-34]))","(array([2.74073445e-44]), array([5.55947563e-46]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([0.]), array([0.]))","(array([1.33855209e-34]), array([5.83675606e-35]))","(array([-1.60739871e-35]), array([3.58685072e-35]))","(array([0.00177949]), array([-0.00308216]))","(array([0.00528798]), array([-0.00915905]))"
(0.0021369132971667693+0j),[-9.71492765e-15],[1.],[0.09235159],[1.],"(array([0.00549939]), array([-6.80697643e-16]))","(array([-3.87677556e-25]), array([3.78316709e-25]))","(array([9.70227699e-26]), array([-1.90884366e-25]))","(array([1.24433833e-26]), array([3.82886702e-25]))","(array([3.83023052e-25]), array([-3.7778122e-27]))","(array([2.90476545e-25]), array([-1.86640366e-25]))","(array([1.42857742e-28]), array([5.98439329e-27]))","(array([-8.4985651e-28]), array([2.69146161e-27]))","(array([0.00177949]), array([-0.00308216]))","(array([0.00528798]), array([-0.00915905]))","(array([0.00869529]), array([-0.01506069]))"
(0.004454644453864574+0j),[-1.14869182e-14],[1.],[0.13317807],[1.],"(array([0.00801159]), array([-8.02402163e-16]))","(array([5.26688761e-26]), array([-2.05135661e-25]))","(array([1.98238404e-27]), array([6.05890737e-24]))","(array([7.59295691e-25]), array([1.44659903e-26]))","(array([-3.02345506e-24]), array([1.02882319e-25]))","(array([2.6010271e-25]), array([-1.51346311e-23]))","(array([-1.20091112e-26]), array([3.27535097e-27]))","(array([0.00177949]), array([-0.00308216]))","(array([0.00528798]), array([-0.00915905]))","(array([0.00869529]), array([-0.01506069]))","(array([0.01266744]), array([-0.02194065]))"
(0.007511152878197305+0j),[-1.91696213e-14],[1.],[0.17265194],[1.],"(array([0.01086407]), array([-1.52041851e-15]))","(array([1.0600799e-23]), array([-9.99689286e-24]))","(array([-7.48771297e-24]), array([1.57444433e-25]))","(array([-3.09640597e-24]), array([4.21080503e-25]))","(array([8.80623515e-25]), array([-1.52797162e-23]))","(array([1.11309971e-24]), array([-3.98723472e-26]))","(array([0.00177949]), array([-0.00308216]))","(array([0.00528798]), array([-0.00915905]))","(array([0.00869529]), array([-0.01506069]))","(array([0.01266744]), array([-0.02194065]))","(array([0.0171776]), array([-0.02975248]))"
(0.01123716024533465+0j),[-1.6360498e-14],[1.],[0.21074879],[1.],"(array([0.01361955]), array([-1.37302758e-15]))","(array([-7.45601029e-24]), array([-1.62726993e-24]))","(array([-1.04590652e-22]), array([-6.67896263e-23]))","(array([-8.37246965e-23]), array([1.03152716e-23]))","(array([4.77486171e-25]), array([-4.21489403e-24]))","(array([0.00177949]), array([-0.00308216]))","(array([0.00528798]), array([-0.00915905]))","(array([0.00869529]), array([-0.01506069]))","(array([0.01266744]), array([-0.02194065]))","(array([0.0171776]), array([-0.02975248]))","(array([0.0215344]), array([-0.03729867]))"
(0.011174979569396047+0j),[-9.3346755e-15],[1.],[0.21011025],[1.],"(array([0.01494817]), array([-6.36908435e-16]))","(array([-1.04612715e-22]), array([-7.3495058e-23]))","(array([7.86635773e-23]), array([1.55375712e-23]))","(array([5.86701321e-25]), array([-1.1495548e-23]))","(array([0.00177949]), array([-0.00308216]))","(array([0.00528798]), array([-0.00915905]))","(array([0.00869529]), array([-0.01506069]))","(array([0.01266744]), array([-0.02194065]))","(array([0.0171776]), array([-0.02975248]))","(array([0.0215344]), array([-0.03729867]))","(array([0.02363513]), array([-0.04093724]))"
(0.011114527743550562+0j),[-1.92591214e-15],[1.],[0.20948984],[1.],"(array([0.01490345]), array([-2.94319354e-16]))","(array([7.71621348e-23]), array([3.77495068e-23]))","(array([-2.07218106e-24]), array([-6.35228694e-23]))","(array([0.00177949]), array([-0.00308216]))","(array([0.00528798]), array([-0.00915905]))","(array([0.00869529]), array([-0.01506069]))","(array([0.01266744]), array([-0.02194065]))","(array([0.0171776]), array([-0.02975248]))","(array([0.0215344]), array([-0.03729867]))","(array([0.02363513]), array([-0.04093724]))","(array([0.02356442]), array([-0.04081478]))"
(0.011055757642053365+0j),[8.12554661e-15],[1.],[0.20888704],[1.],"(array([0.01486]), array([6.48304872e-16]))","(array([5.88348374e-25]), array([-9.04276992e-23]))","(array([0.00177949]), array([-0.00308216]))","(array([0.00528798]), array([-0.00915905]))","(array([0.00869529]), array([-0.01506069]))","(array([0.01266744]), array([-0.02194065]))","(array([0.0171776]), array([-0.02975248]))","(array([0.0215344]), array([-0.03729867]))","(array([0.02363513]), array([-0.04093724]))","(array([0.02356442]), array([-0.04081478]))","(array([0.02349573]), array([-0.0406958]))"
(0.011306186147943854+0j),[1.16770765e-14],[1.],[0.21116704],[1.],"(array([0.01491959]), array([8.02823731e-16]))","(array([0.00177949]), array([-0.00308216]))","(array([0.00528798]), array([-0.00915905]))","(array([0.00869529]), array([-0.01506069]))","(array([0.01266744]), array([-0.02194065]))","(array([0.0171776]), array([-0.02975248]))","(array([0.0215344]), array([-0.03729867]))","(array([0.02363513]), array([-0.04093724]))","(array([0.02356442]), array([-0.04081478]))","(array([0.02349573]), array([-0.0406958]))","(array([0.02358995]), array([-0.04085899]))"
