Es,Sx,Sxx,Sy,Syy,P-10,P-9,P-8,P-7,P-6,P-5,P-4,P-3,P-2,P-1,P0
(0.013762272572042534+0j),[2.01900353e-14],[1.],[-0.23228988],[1.],[-0.09101954],[-0.03983569],[-0.04236147],[-0.04409714],[-0.04542713],[-0.04482336],[-0.04425128],[-0.04571995],[-0.04985521],[-0.05369698],[-0.0532047]
(0.024245600049163506+0j),[1.86384457e-14],[1.],[-0.30691363],[1.],[-0.10066124],[-0.04236183],[-0.04409745],[-0.04542743],[-0.04482363],[-0.04425149],[-0.04572016],[-0.04985538],[-0.05369714],[-0.05320488],[-0.06082509]
(0.03673522629182745+0j),[1.20810582e-14],[1.],[-0.3752127],[1.],[-0.11930569],[-0.04409782],[-0.04542775],[-0.04482394],[-0.04425178],[-0.04572041],[-0.0498556],[-0.05369736],[-0.05320504],[-0.06082527],[-0.07694346]
(0.050762210685658116+0j),[1.6755988e-14],[1.],[-0.43737742],[1.],[-0.13575352],[-0.04542823],[-0.04482434],[-0.04425217],[-0.04572079],[-0.04985595],[-0.05369768],[-0.05320532],[-0.06082552],[-0.07694375],[-0.09165519]
(0.0659117921019865+0j),[1.48951554e-14],[1.],[-0.49358205],[1.],[-0.15043051],[-0.04482496],[-0.0442527],[-0.04572122],[-0.04985642],[-0.05369814],[-0.05320569],[-0.06082589],[-0.0769441],[-0.09165556],[-0.10500171]
(0.07218192663608988+0j),[1.1400617e-14],[1.],[-0.513451],[1.],[-0.158368],[-0.04425328],[-0.04572174],[-0.04985696],[-0.05369866],[-0.05320617],[-0.06082634],[-0.07694456],[-0.09165595],[-0.10500214],[-0.11354244]
(0.08010119725988468+0j),[8.36946936e-15],[1.],[-0.53725898],[1.],[-0.16272425],[-0.04572243],[-0.04985754],[-0.05369926],[-0.05320669],[-0.06082689],[-0.07694508],[-0.09165644],[-0.10500262],[-0.11354289],[-0.11847039]
(0.08510388805302634+0j),[2.11984028e-15],[1.],[-0.5507298],[1.],[-0.16838876],[-0.04985846],[-0.05369994],[-0.05320733],[-0.06082757],[-0.07694575],[-0.09165709],[-0.1050032],[-0.11354345],[-0.11847092],[-0.12266555]
(0.09517280437175149+0j),[8.75786105e-15],[1.],[-0.57789176],[1.],[-0.17711867],[-0.05370107],[-0.05320833],[-0.06082835],[-0.07694678],[-0.09165798],[-0.1050041],[-0.11354424],[-0.11847159],[-0.12266623],[-0.12725913]
(0.08344860558205552+0j),[6.56609604e-15],[1.],[-0.54167021],[1.],[-0.17993104],[-0.05320992],[-0.06082994],[-0.07694818],[-0.09165963],[-0.10500558],[-0.11354572],[-0.11847286],[-0.12266746],[-0.12726025],[-0.12622843]
(0.07229560264289496+0j),[9.87560925e-15],[1.],[-0.50468852],[1.],[-0.17118862],[-0.06083203],[-0.07695031],[-0.09166184],[-0.1050079],[-0.11354781],[-0.11847499],[-0.12266928],[-0.12726209],[-0.12622995],[-0.11797676]
(0.0668964396671483+0j),[1.10647762e-14],[1.],[-0.48548953],[1.],[-0.17246737],[-0.07695273],[-0.0916641],[-0.1050104],[-0.11355013],[-0.11847722],[-0.1226714],[-0.12726397],[-0.12623165],[-0.11797825],[-0.11163318]
(0.0594764550118784+0j),[8.88954978e-15],[1.],[-0.45806141],[1.],[-0.18333618],[-0.09166844],[-0.10501495],[-0.11355468],[-0.11848159],[-0.12267556],[-0.12726788],[-0.12623537],[-0.11798156],[-0.11163613],[-0.10637928]
(0.05936810172239279+0j),[8.34433749e-15],[1.],[-0.45805694],[1.],[-0.19496322],[-0.10502668],[-0.11356676],[-0.11849352],[-0.12268715],[-0.12727916],[-0.12624602],[-0.11799138],[-0.11164516],[-0.10638743],[-0.10328384]
(0.06600072364834729+0j),[5.42092276e-15],[1.],[-0.48306722],[1.],[-0.21116852],[-0.11359196],[-0.11851883],[-0.12271225],[-0.12730361],[-0.12626948],[-0.11801309],[-0.11166518],[-0.10640564],[-0.10330078],[-0.10611709]
(0.06483709123100712+0j),[5.54492085e-15],[1.],[-0.47920215],[1.],[-0.22213108],[-0.1185649],[-0.12275828],[-0.12734944],[-0.12631348],[-0.11805393],[-0.11170339],[-0.10644129],[-0.10333293],[-0.10614668],[-0.10849321]
(0.06261401680829248+0j),[6.52172244e-15],[1.],[-0.47161792],[1.],[-0.22583776],[-0.1228247],[-0.12741545],[-0.12637776],[-0.11811368],[-0.11175932],[-0.1064936],[-0.10338164],[-0.10619112],[-0.10853329],[-0.10720688]
(0.05907541611494122+0j),[5.86018718e-15],[1.],[-0.45908552],[1.],[-0.22784961],[-0.12749968],[-0.12645887],[-0.11818926],[-0.11183034],[-0.10656041],[-0.10344418],[-0.10624933],[-0.10858629],[-0.10725411],[-0.10494223]
(0.054992988367312215+0j),[7.21873944e-15],[1.],[-0.44414694],[1.],[-0.22945077],[-0.12655914],[-0.1182828],[-0.11191802],[-0.10664309],[-0.10352201],[-0.10632257],[-0.10865416],[-0.10731455],[-0.10499647],[-0.10184776]
(0.05037043121787308+0j),[7.27713086e-15],[1.],[-0.42645184],[1.],[-0.22485922],[-0.11840042],[-0.11202833],[-0.10674697],[-0.1036201],[-0.10641619],[-0.1087416],[-0.1073944],[-0.10506655],[-0.10191026],[-0.09817345]
(0.0465483158250547+0j),[5.66302391e-15],[1.],[-0.41130833],[1.],[-0.21299373],[-0.11214335],[-0.10685572],[-0.10372276],[-0.10651457],[-0.10883434],[-0.10747901],[-0.10514274],[-0.10197622],[-0.09823019],[-0.09447096]
(0.057269571731517865+0j),[4.41280571e-15],[1.],[-0.45638749],[1.],[-0.21010367],[-0.10694483],[-0.10380585],[-0.10659641],[-0.10891058],[-0.10754876],[-0.10520564],[-0.10203052],[-0.09827617],[-0.09451103],[-0.09786377]
(0.06883740416843032+0j),[2.75937682e-15],[1.],[-0.4986791],[1.],[-0.21474033],[-0.10388486],[-0.10667108],[-0.10898237],[-0.10761335],[-0.10526362],[-0.10208188],[-0.09831897],[-0.0945461],[-0.09789471],[-0.10771135]
(0.08095891536080477+0j),[2.46564169e-15],[1.],[-0.53769197],[1.],[-0.22084517],[-0.10675078],[-0.1090574],[-0.10768433],[-0.10532466],[-0.10213545],[-0.09836598],[-0.09458498],[-0.09792439],[-0.1077375],[-0.11687557]
(0.09304376242830259+0j),[4.59489572e-16],[1.],[-0.57222949],[1.],[-0.23200991],[-0.10914486],[-0.10776486],[-0.10539744],[-0.10219875],[-0.09842024],[-0.09463131],[-0.09796209],[-0.10776761],[-0.1169003],[-0.12516525]
(0.08302510005782178+0j),[5.16080779e-15],[1.],[-0.54121824],[1.],[-0.23480278],[-0.10787409],[-0.10549623],[-0.10228595],[-0.09849582],[-0.09469639],[-0.09802065],[-0.10781276],[-0.11693942],[-0.12519467],[-0.12554339]
(0.08099137937316253+0j),[3.58207904e-15],[1.],[-0.53404375],[1.],[-0.22923633],[-0.10561808],[-0.10239582],[-0.09859242],[-0.0947799],[-0.09809334],[-0.1078786],[-0.1169911],[-0.12523993],[-0.12557621],[-0.12123433]
(0.07506147810591735+0j),[5.37448658e-15],[1.],[-0.51442986],[1.],[-0.22396082],[-0.10251233],[-0.09869721],[-0.09487247],[-0.09817563],[-0.10795096],[-0.11705492],[-0.12529092],[-0.12562],[-0.12126845],[-0.11821505]
(0.0723998315204509+0j),[3.18081894e-16],[1.],[-0.5053117],[1.],[-0.21760643],[-0.09880603],[-0.09496899],[-0.0982635],[-0.10802996],[-0.11712379],[-0.12535141],[-0.12566778],[-0.12130913],[-0.11824621],[-0.11497353]
(0.07123292653574784+0j),[-6.74526999e-16],[1.],[-0.50125072],[1.],[-0.21240352],[-0.09506987],[-0.09835669],[-0.10811362],[-0.11719914],[-0.12541825],[-0.12572303],[-0.12135366],[-0.11828475],[-0.11500222],[-0.113488]
(0.06493508697921614+0j),[7.57923327e-16],[1.],[-0.47919285],[1.],[-0.20570448],[-0.09844158],[-0.10819346],[-0.117271],[-0.12548258],[-0.12577928],[-0.12139929],[-0.11832193],[-0.11503454],[-0.11351223],[-0.11054315]
(0.05782170232758876+0j),[1.99956218e-15],[1.],[-0.45295067],[1.],[-0.20360664],[-0.10825717],[-0.11733096],[-0.12553663],[-0.12582654],[-0.1214401],[-0.11835697],[-0.11506079],[-0.11353551],[-0.11056133],[-0.10509697]
(0.05007435562318882+0j),[2.53586906e-15],[1.],[-0.42240014],[1.],[-0.20701867],[-0.11739275],[-0.12559496],[-0.12587924],[-0.12148567],[-0.11839641],[-0.11509604],[-0.11356305],[-0.11058501],[-0.10511765],[-0.09869673]
(0.058092657334911056+0j),[1.21124767e-15],[1.],[-0.45598632],[1.],[-0.21652664],[-0.12567267],[-0.12595093],[-0.12155058],[-0.1184549],[-0.11514793],[-0.11360858],[-0.11062475],[-0.10515192],[-0.09872602],[-0.09905439]
(0.06021997318669053+0j),[2.54848521e-15],[1.],[-0.46481014],[1.],[-0.22960442],[-0.12605115],[-0.12164279],[-0.11853966],[-0.11522512],[-0.11367866],[-0.11068794],[-0.10520792],[-0.09877474],[-0.09909589],[-0.10382561]
(0.058678602401049766+0j),[1.41875938e-15],[1.],[-0.45960285],[1.],[-0.23043518],[-0.12177845],[-0.11866512],[-0.11534111],[-0.11378638],[-0.11078619],[-0.10529651],[-0.09885367],[-0.09916547],[-0.10388437],[-0.10423799]
(0.0663747351904024+0j),[2.7283507e-15],[1.],[-0.4883746],[1.],[-0.2288441],[-0.11880903],[-0.11547513],[-0.11391094],[-0.11090097],[-0.10540092],[-0.09894732],[-0.09924838],[-0.10395655],[-0.10429835],[-0.10691128]
(0.06385063767181773+0j),[6.24570345e-16],[1.],[-0.47939788],[1.],[-0.22807039],[-0.11560494],[-0.11403007],[-0.11101407],[-0.10550243],[-0.09903756],[-0.09933093],[-0.10402821],[-0.10435874],[-0.10696254],[-0.10912241]
(0.06547496847404656+0j),[1.32291271e-15],[1.],[-0.48533087],[1.],[-0.22451012],[-0.11414936],[-0.11112331],[-0.10560284],[-0.09912869],[-0.09941349],[-0.10410096],[-0.10442172],[-0.10701472],[-0.10916535],[-0.10877879]
(0.06835929699634292+0j),[3.33035539e-17],[1.],[-0.49540415],[1.],[-0.22484677],[-0.11123008],[-0.10570047],[-0.09921614],[-0.09949556],[-0.10417319],[-0.10448487],[-0.10706916],[-0.10920916],[-0.10881537],[-0.11058146]
(0.0705916228562741+0j),[-4.00565129e-16],[1.],[-0.50283492],[1.],[-0.22388966],[-0.10579787],[-0.09930397],[-0.09957864],[-0.10424795],[-0.1045503],[-0.1071275],[-0.10925738],[-0.10885453],[-0.11061509],[-0.11255214]
(0.07385298096615768+0j),[-2.24879881e-16],[1.],[-0.51340168],[1.],[-0.22047129],[-0.0993883],[-0.09965824],[-0.10432082],[-0.10461478],[-0.10718485],[-0.10930716],[-0.10889481],[-0.11064942],[-0.11257861],[-0.11458156]
(0.08255303691615966+0j),[6.83281601e-16],[1.],[-0.54052077],[1.],[-0.21831222],[-0.0997351],[-0.10439335],[-0.10468068],[-0.10724211],[-0.10935651],[-0.10893836],[-0.1106837],[-0.11260557],[-0.11460587],[-0.11884026]
(0.09168373425114879+0j),[-1.21498173e-15],[1.],[-0.56654385],[1.],[-0.22464993],[-0.10447149],[-0.10475145],[-0.10730533],[-0.10941117],[-0.10898431],[-0.11072314],[-0.11263544],[-0.11462989],[-0.11886143],[-0.12483015]
(0.09836858077070065+0j),[-1.92233923e-15],[1.],[-0.58377013],[1.],[-0.23426853],[-0.10484087],[-0.1073877],[-0.10948286],[-0.10904574],[-0.11077597],[-0.11268133],[-0.11466304],[-0.11889059],[-0.1248534],[-0.12969949]
(0.09280920474133003+0j),[-1.81615853e-15],[1.],[-0.56669265],[1.],[-0.23466752],[-0.10749908],[-0.10958651],[-0.10913413],[-0.11085263],[-0.11275101],[-0.11472328],[-0.11893425],[-0.12489499],[-0.12972888],[-0.12970693]
(0.10456587962904852+0j),[-2.90140908e-15],[1.],[-0.59761594],[1.],[-0.23891086],[-0.1096942],[-0.10923249],[-0.11094087],[-0.11282664],[-0.11478968],[-0.11899459],[-0.12493992],[-0.1297704],[-0.12973729],[-0.13129561]
(0.09257941480861977+0j),[-2.96149876e-15],[1.],[-0.56318461],[1.],[-0.24068793],[-0.10933425],[-0.1110348],[-0.11291212],[-0.11486504],[-0.11906118],[-0.12500008],[-0.12981787],[-0.12977948],[-0.13132955],[-0.13088321]
